,gender,race/ethnicity,parental level of education,lunch,test preparation course,math score,reading score,writing score
4854,female,group D,high school,free/reduced,none,57,63,63
4855,male,group C,bachelor's degree,free/reduced,none,80,78,73
4856,male,group C,some college,free/reduced,completed,64,66,72
4857,female,group C,some college,standard,none,75,85,86
4858,male,group D,associate's degree,free/reduced,none,55,66,58
4859,female,group C,some high school,standard,none,73,89,87
4860,male,group C,some college,free/reduced,none,57,63,54
4861,male,group D,some high school,free/reduced,completed,81,77,83
4862,female,group D,high school,standard,completed,63,83,78
4863,male,group B,high school,standard,none,46,54,47
4864,female,group E,bachelor's degree,standard,none,60,61,64
4865,male,group D,some high school,standard,none,71,61,67
4866,male,group B,high school,standard,none,72,63,61
4867,male,group C,bachelor's degree,free/reduced,none,49,53,45
4868,female,group E,some high school,standard,none,71,71,72
4869,male,group D,associate's degree,free/reduced,none,61,69,65
4870,female,group D,high school,free/reduced,completed,53,71,67
4871,female,group E,high school,standard,completed,91,100,100
4872,male,group D,associate's degree,free/reduced,none,56,57,55
4873,male,group C,high school,free/reduced,none,56,45,44
4874,male,group C,some college,standard,none,66,58,58
4875,female,group E,high school,standard,completed,81,74,90
4876,female,group E,some high school,standard,completed,86,100,98
4877,male,group D,bachelor's degree,standard,none,98,93,91
4878,male,group D,associate's degree,standard,completed,100,93,100
4879,male,group C,high school,standard,none,56,52,45
4880,male,group C,some high school,standard,completed,80,81,78
4881,female,group D,associate's degree,free/reduced,completed,63,86,86
4882,male,group D,associate's degree,free/reduced,completed,89,86,89
4883,male,group B,some high school,free/reduced,none,52,47,43
4884,female,group C,high school,free/reduced,none,65,71,70
4885,female,group D,some college,standard,none,64,71,71
4886,female,group B,some high school,free/reduced,none,30,36,44
4887,female,group D,associate's degree,standard,completed,65,69,80
4888,male,group A,associate's degree,free/reduced,none,56,60,56
4889,male,group C,associate's degree,standard,none,54,69,63
4890,male,group E,some college,standard,none,82,79,74
4891,male,group D,some high school,standard,none,63,51,49
4892,female,group C,some college,free/reduced,completed,75,96,93
4893,female,group E,associate's degree,standard,completed,78,77,76
4894,male,group C,high school,standard,completed,57,48,45
4895,male,group C,associate's degree,standard,none,74,63,58
4896,female,group E,some high school,free/reduced,completed,61,71,75
4897,male,group D,high school,free/reduced,none,42,44,39
4898,female,group D,some high school,free/reduced,none,42,52,49
4899,female,group C,associate's degree,standard,none,59,64,69
4900,female,group D,associate's degree,standard,completed,87,100,100
4901,male,group C,bachelor's degree,standard,none,81,70,67
4902,male,group D,some high school,free/reduced,none,62,54,58
4903,female,group C,master's degree,standard,completed,79,89,88
4904,male,group C,some college,free/reduced,none,68,61,56
4905,male,group B,high school,free/reduced,none,47,47,46
4906,male,group B,bachelor's degree,free/reduced,completed,66,67,66
4907,female,group D,associate's degree,standard,none,56,60,66
4908,male,group C,some college,standard,completed,76,75,70
4909,male,group C,some college,free/reduced,completed,31,30,32
4910,male,group D,bachelor's degree,standard,completed,95,88,90
4911,male,group A,high school,standard,none,82,89,79
4912,male,group D,some high school,free/reduced,completed,62,69,66
4914,female,group C,high school,standard,none,77,79,83
4915,female,group D,high school,standard,none,58,67,62
4916,female,group C,some high school,standard,none,87,84,82
4917,male,group C,some college,free/reduced,none,48,51,49
4918,male,group B,high school,standard,none,67,60,55
4919,female,group C,high school,standard,none,79,92,90
4920,female,group C,some college,standard,none,46,67,60
4921,female,group B,associate's degree,standard,none,67,62,63
4922,female,group B,some college,standard,none,37,46,53
4923,female,group A,associate's degree,standard,none,57,69,62
4924,male,group D,bachelor's degree,free/reduced,none,76,82,79
4925,female,group D,associate's degree,standard,completed,85,90,92
4926,female,group D,some high school,standard,none,69,73,80
4927,female,group C,some college,free/reduced,none,46,64,65
4928,female,group C,high school,free/reduced,none,44,53,54
4929,male,group D,some college,standard,completed,70,63,62
4930,male,group C,master's degree,standard,none,65,70,64
4931,female,group C,master's degree,standard,none,80,83,91
4932,male,group A,high school,free/reduced,completed,66,78,75
4933,female,group B,high school,free/reduced,none,58,68,63
4934,female,group C,high school,free/reduced,completed,64,81,82
4935,male,group C,high school,free/reduced,none,62,63,59
4936,female,group D,bachelor's degree,free/reduced,none,68,83,83
4937,male,group D,some college,standard,completed,66,78,75
4938,female,group D,associate's degree,standard,none,53,57,59
4939,female,group D,some college,standard,none,69,74,76
4940,female,group C,bachelor's degree,standard,none,78,75,80
4941,female,group B,some high school,standard,completed,66,80,75
4942,male,group C,some college,free/reduced,none,55,41,40
4943,female,group B,high school,standard,none,66,69,66
4944,male,group D,associate's degree,free/reduced,none,65,70,64
4945,female,group C,some college,standard,none,73,72,74
4946,male,group D,some college,standard,completed,49,47,45
4947,female,group D,some high school,standard,none,64,68,65
4948,female,group B,some high school,standard,completed,74,77,75
4949,male,group D,some college,standard,none,87,80,70
4950,male,group D,some college,free/reduced,none,45,44,36
4951,female,group E,associate's degree,standard,none,76,80,83
4952,female,group B,associate's degree,free/reduced,none,52,60,56
4953,male,group B,some high school,standard,none,59,58,59
4954,female,group D,some college,free/reduced,none,73,75,82
4955,female,group C,some college,standard,none,75,91,82
4956,male,group E,some high school,standard,none,69,61,58
4957,male,group C,master's degree,free/reduced,none,62,75,67
4958,female,group E,high school,standard,none,71,79,82
4959,male,group B,bachelor's degree,standard,none,67,56,60
4960,male,group E,high school,standard,none,90,86,78
4961,male,group B,some college,standard,none,61,45,49
4962,male,group D,bachelor's degree,free/reduced,completed,77,81,85
4963,female,group D,some high school,standard,completed,36,53,48
4964,male,group C,associate's degree,standard,none,68,72,70
4965,male,group C,high school,free/reduced,completed,54,70,65
4966,male,group C,high school,free/reduced,none,48,52,43
4967,male,group C,associate's degree,standard,completed,86,72,76
4968,male,group B,some college,free/reduced,none,46,43,40
4969,male,group D,high school,free/reduced,none,62,65,60
4970,female,group E,some high school,standard,completed,72,73,75
4971,male,group D,some college,standard,none,85,80,83
4972,male,group E,some high school,standard,completed,100,87,89
4973,male,group B,associate's degree,standard,none,78,65,61
4974,male,group B,some high school,standard,none,59,48,44
4975,female,group B,associate's degree,standard,none,71,85,81
4976,female,group C,some high school,free/reduced,completed,53,70,64
4977,male,group C,some college,free/reduced,none,59,62,59
4978,female,group E,some high school,standard,completed,91,99,97
4979,male,group B,high school,free/reduced,none,52,47,37
4980,female,group A,some college,standard,none,60,60,60
4981,male,group E,high school,standard,none,99,75,74
4982,female,group A,master's degree,free/reduced,none,59,65,68
4983,female,group C,some college,standard,none,66,75,70
4984,female,group B,associate's degree,free/reduced,completed,45,54,57
4985,female,group A,some high school,free/reduced,completed,63,87,80
4986,female,group C,master's degree,free/reduced,none,85,87,91
4987,female,group B,some high school,free/reduced,none,74,84,75
4988,male,group B,some college,standard,none,70,60,62
4989,male,group D,associate's degree,free/reduced,none,58,64,59
4990,male,group C,high school,standard,none,73,64,63
4991,female,group C,high school,standard,completed,65,69,65
4992,female,group B,some college,standard,none,45,54,48
4993,male,group C,some college,standard,none,65,60,53
4994,female,group C,some college,standard,none,55,69,74
4995,male,group C,some high school,free/reduced,completed,48,48,46
4996,female,group D,high school,standard,none,84,96,91
4997,male,group C,some high school,free/reduced,none,68,70,66
4998,male,group B,bachelor's degree,standard,completed,80,90,90
4999,female,group E,associate's degree,standard,completed,79,85,81
5000,female,group E,some high school,free/reduced,completed,44,50,46
5001,female,group C,some high school,free/reduced,none,49,62,59
5002,female,group B,some college,standard,none,45,60,59
5003,male,group A,associate's degree,standard,none,51,48,52
5004,female,group D,some high school,free/reduced,none,54,64,66
5005,female,group B,high school,free/reduced,completed,59,67,63
5006,female,group D,high school,free/reduced,none,26,42,38
5007,female,group B,some high school,standard,none,78,87,85
5008,male,group C,some high school,free/reduced,none,65,61,60
5009,female,group E,high school,standard,none,61,68,63
5010,female,group C,bachelor's degree,free/reduced,completed,72,93,90
5011,female,group B,some college,standard,completed,63,67,64
5012,male,group C,bachelor's degree,standard,completed,76,65,68
5013,male,group B,some college,standard,none,64,69,65
5014,female,group A,some high school,standard,completed,61,74,72
5015,male,group D,associate's degree,standard,none,90,94,92
5016,male,group B,some college,free/reduced,none,66,67,63
5017,female,group B,some high school,standard,none,51,55,54
5018,male,group A,some high school,standard,none,69,68,64
5019,female,group C,some college,standard,none,67,71,66
5020,female,group E,bachelor's degree,standard,none,50,52,56
5021,female,group A,associate's degree,free/reduced,completed,72,80,82
5022,male,group C,some high school,standard,none,77,65,60
5023,female,group D,master's degree,free/reduced,none,55,63,64
5024,male,group B,some college,free/reduced,none,11,21,13
5025,male,group C,bachelor's degree,standard,none,100,94,90
5026,female,group D,some high school,free/reduced,none,38,42,43
5027,female,group B,associate's degree,free/reduced,none,35,36,39
5028,male,group D,some college,standard,none,74,71,67
5029,male,group B,high school,standard,completed,61,66,64
5030,male,group D,master's degree,standard,completed,70,70,74
5031,female,group D,master's degree,standard,none,74,75,70
5032,female,group C,associate's degree,standard,none,71,77,77
5033,female,group E,some high school,standard,completed,86,87,86
5034,male,group D,some college,standard,none,53,62,55
5035,male,group D,some high school,standard,completed,80,71,68
5036,female,group D,some high school,standard,none,81,84,92
5037,female,group C,some college,free/reduced,completed,43,57,57
5038,male,group B,some high school,standard,none,51,50,49
5040,male,group D,high school,standard,none,60,54,56
5041,female,group D,associate's degree,standard,none,49,56,57
5042,female,group D,master's degree,free/reduced,completed,75,78,89
5043,female,group C,some high school,standard,completed,54,64,61
5044,male,group D,associate's degree,standard,none,58,51,50
5045,female,group C,associate's degree,standard,none,74,74,76
5046,female,group E,some college,standard,none,64,71,65
5047,female,group D,some high school,standard,none,54,67,71
5048,female,group A,bachelor's degree,free/reduced,completed,48,70,72
5049,male,group D,some college,free/reduced,completed,78,81,79
5050,male,group C,master's degree,standard,none,89,88,81
5051,female,group E,bachelor's degree,standard,none,98,90,93
5052,male,group D,some high school,standard,none,56,49,52
5053,female,group D,bachelor's degree,free/reduced,none,55,64,69
5054,female,group B,some college,standard,none,64,70,63
5055,female,group A,some college,free/reduced,none,55,62,65
5056,male,group D,some college,standard,completed,61,59,59
5057,male,group E,some college,standard,none,70,60,54
5058,male,group C,some high school,standard,none,60,54,53
5059,female,group A,high school,standard,completed,64,62,62
5060,female,group A,master's degree,standard,completed,63,75,79
5061,female,group D,high school,standard,none,79,87,82
5062,male,group B,some high school,standard,none,87,80,74
5063,female,group C,associate's degree,standard,none,75,75,79
5064,male,group D,high school,free/reduced,none,48,48,50
5065,male,group D,high school,free/reduced,none,40,34,37
5066,female,group E,some college,standard,completed,94,99,98
5067,male,group E,associate's degree,standard,completed,94,83,84
5068,female,group D,master's degree,free/reduced,none,54,72,67
5069,female,group C,some college,standard,none,57,55,63
5070,female,group E,bachelor's degree,standard,none,88,84,80
5071,female,group C,associate's degree,standard,completed,84,91,93
5072,male,group C,some high school,free/reduced,none,44,45,40
5073,male,group B,some college,standard,none,66,57,46
5074,female,group B,associate's degree,standard,none,67,77,72
5075,male,group D,some college,standard,none,78,83,76
5076,male,group C,associate's degree,standard,completed,58,56,62
5077,male,group D,associate's degree,standard,none,80,84,81
5078,female,group D,associate's degree,standard,completed,58,59,67
5079,female,group E,master's degree,standard,completed,94,84,92
5080,male,group E,some high school,standard,none,58,62,55
5081,female,group E,bachelor's degree,free/reduced,completed,74,83,77
5082,female,group C,associate's degree,free/reduced,completed,56,69,69
5083,male,group D,high school,standard,none,73,77,70
5084,female,group D,high school,free/reduced,none,54,61,56
5085,male,group C,some college,standard,none,55,49,44
5086,male,group C,some college,free/reduced,completed,55,47,47
5087,female,group B,some college,free/reduced,completed,59,70,74
5088,male,group E,some college,standard,completed,100,95,94
5089,male,group C,bachelor's degree,free/reduced,none,76,65,70
5090,male,group C,some college,free/reduced,none,59,61,55
5091,male,group E,associate's degree,standard,none,73,65,63
5092,female,group C,some college,free/reduced,none,44,60,57
5093,female,group C,associate's degree,standard,completed,82,97,90
5094,female,group C,associate's degree,free/reduced,none,72,90,87
5095,male,group C,bachelor's degree,free/reduced,none,70,72,63
5096,male,group D,associate's degree,standard,none,72,52,58
5097,male,group D,high school,free/reduced,none,71,75,78
5098,female,group B,some college,standard,completed,70,75,77
5099,female,group B,some high school,free/reduced,none,69,80,80
5100,male,group C,bachelor's degree,standard,none,76,73,69
5101,female,group A,bachelor's degree,standard,none,59,66,66
5102,female,group E,bachelor's degree,standard,none,65,79,71
5103,male,group C,high school,standard,completed,69,74,63
5104,male,group C,associate's degree,standard,none,52,55,48
5105,male,group D,some high school,free/reduced,completed,71,77,78
5106,female,group D,some high school,free/reduced,completed,57,65,72
5107,male,group E,some college,free/reduced,none,79,72,70
5108,male,group D,some college,free/reduced,none,58,52,61
5109,female,group C,some college,standard,none,62,73,74
5110,male,group C,high school,standard,none,49,47,46
5111,female,group D,some high school,free/reduced,completed,31,45,53
5112,female,group C,some college,free/reduced,none,57,73,68
5113,female,group C,bachelor's degree,standard,completed,100,100,100
5114,female,group B,some high school,standard,none,55,64,59
5115,female,group A,associate's degree,standard,none,49,52,50
5116,male,group B,some college,standard,none,71,65,63
5117,male,group C,some high school,standard,completed,78,84,80
5118,female,group B,associate's degree,standard,none,53,61,60
5119,female,group B,master's degree,free/reduced,completed,47,68,66
5120,female,group E,some college,standard,none,99,97,95
5121,male,group D,some high school,free/reduced,none,28,22,21
5122,male,group E,some college,standard,completed,76,66,70
5123,female,group C,bachelor's degree,standard,none,40,50,48
5124,female,group C,associate's degree,standard,none,49,65,63
5125,male,group C,some college,standard,completed,68,67,68
5126,female,group E,master's degree,standard,none,98,100,100
5127,male,group C,some high school,free/reduced,none,49,45,42
5128,male,group C,some college,free/reduced,none,71,59,62
5129,female,group D,bachelor's degree,free/reduced,none,89,92,90
5130,female,group C,high school,free/reduced,none,48,59,61
5131,male,group D,associate's degree,standard,completed,81,78,73
5132,female,group C,high school,standard,completed,38,63,60
5133,female,group E,bachelor's degree,standard,completed,86,94,92
5134,female,group D,associate's degree,standard,completed,66,81,79
5135,male,group D,some high school,free/reduced,none,62,62,59
5136,female,group C,some high school,standard,none,80,96,93
5137,female,group A,associate's degree,free/reduced,none,65,79,77
5138,female,group E,some high school,standard,none,76,71,67
5139,female,group B,some college,standard,none,55,62,64
5140,male,group B,associate's degree,standard,none,70,65,64
5141,male,group C,bachelor's degree,standard,none,99,88,90
5142,female,group C,some college,standard,completed,48,61,66
5143,male,group E,some college,standard,none,92,84,84
5144,female,group D,master's degree,standard,none,94,94,97
5145,female,group D,associate's degree,free/reduced,none,58,71,70
5146,male,group E,associate's degree,standard,none,76,65,66
5147,female,group E,bachelor's degree,standard,none,81,87,87
5148,female,group D,high school,standard,completed,73,77,80
5149,male,group D,high school,standard,none,70,45,57
5150,male,group C,some college,standard,completed,55,55,56
5151,female,group D,some high school,standard,completed,77,84,87
5152,male,group C,bachelor's degree,standard,none,85,70,76
5153,male,group E,some college,free/reduced,none,63,60,57
5154,female,group E,some college,standard,none,67,81,77
5155,male,group B,some college,standard,none,77,69,65
5156,female,group D,associate's degree,standard,none,65,76,77
5157,male,group B,associate's degree,standard,none,78,77,72
5158,male,group D,bachelor's degree,standard,completed,97,99,92
5159,female,group B,bachelor's degree,free/reduced,none,54,74,67
5160,male,group C,associate's degree,free/reduced,completed,52,45,45
5161,male,group B,some college,free/reduced,completed,54,62,60
5162,male,group B,associate's degree,free/reduced,none,45,52,47
5163,female,group B,high school,free/reduced,none,48,55,47
5164,female,group C,some high school,free/reduced,none,69,83,76
5165,female,group C,associate's degree,standard,completed,76,78,77
5166,female,group B,high school,free/reduced,none,38,50,50
5167,male,group E,some college,free/reduced,none,77,74,63
5168,male,group A,bachelor's degree,free/reduced,completed,73,67,69
5169,female,group A,associate's degree,standard,completed,53,57,66
5170,female,group B,some college,standard,none,35,36,40
5171,female,group E,associate's degree,standard,none,90,85,82
5172,male,group D,some high school,standard,completed,81,85,83
5173,male,group A,associate's degree,free/reduced,none,76,79,74
5174,male,group B,some college,free/reduced,none,60,53,48
5175,female,group C,some college,standard,completed,61,72,74
5176,male,group B,high school,standard,completed,56,53,50
5177,male,group A,high school,standard,none,70,61,50
5178,female,group C,associate's degree,standard,none,61,67,62
5179,female,group D,associate's degree,standard,completed,95,95,100
5180,male,group B,associate's degree,standard,none,81,86,71
5181,female,group E,some high school,standard,completed,66,88,88
5182,male,group C,associate's degree,standard,completed,100,94,96
5183,male,group D,master's degree,standard,none,75,75,72
5184,female,group E,associate's degree,free/reduced,completed,69,77,76
5185,female,group C,high school,standard,completed,53,57,59
5186,male,group B,high school,standard,completed,77,77,76
5187,female,group C,high school,free/reduced,none,38,59,55
5188,female,group B,bachelor's degree,standard,none,66,84,85
5189,male,group E,bachelor's degree,standard,none,100,93,94
5190,female,group D,master's degree,standard,none,51,64,65
5191,male,group C,bachelor's degree,standard,none,60,70,64
5192,male,group B,bachelor's degree,free/reduced,completed,65,67,66
5193,male,group C,high school,standard,completed,77,73,68
5194,female,group D,master's degree,free/reduced,none,53,62,68
5195,male,group C,some college,standard,none,69,66,61
5196,male,group C,some college,standard,completed,90,80,87
5197,female,group C,some high school,standard,completed,77,84,86
5198,female,group C,some college,standard,completed,70,79,80
5199,male,group E,high school,standard,completed,100,91,86
5200,male,group B,some college,standard,completed,83,75,82
5201,male,group D,bachelor's degree,standard,none,72,62,61
5202,female,group C,high school,standard,none,59,68,66
5203,male,group C,associate's degree,standard,none,65,70,63
5204,female,group B,some high school,standard,none,66,72,63
5205,female,group A,some high school,standard,completed,53,67,66
5206,male,group A,high school,free/reduced,none,51,49,48
5207,male,group C,high school,standard,none,81,75,70
5208,female,group C,some high school,standard,none,63,66,66
5209,female,group C,bachelor's degree,free/reduced,none,45,48,54
5210,female,group A,high school,standard,none,62,72,70
5211,male,group D,high school,standard,none,84,95,85
5212,male,group C,bachelor's degree,standard,completed,73,64,66
5213,male,group C,bachelor's degree,free/reduced,none,58,62,53
5214,male,group C,bachelor's degree,standard,completed,74,67,71
5215,female,group D,associate's degree,free/reduced,none,57,68,69
5216,female,group A,some college,standard,none,79,92,88
5217,male,group B,bachelor's degree,standard,none,82,75,76
5218,female,group C,some high school,standard,none,59,63,56
5219,male,group C,bachelor's degree,free/reduced,none,58,55,53
5220,female,group C,high school,standard,none,94,84,89
5221,male,group C,high school,free/reduced,completed,58,64,67
5222,female,group B,some high school,free/reduced,none,47,64,64
5223,female,group A,some college,free/reduced,none,76,84,81
5224,male,group C,high school,standard,none,71,64,65
5225,male,group E,bachelor's degree,standard,none,65,60,56
5226,female,group D,master's degree,standard,none,83,91,86
5227,male,group B,some high school,standard,completed,69,75,73
5228,male,group C,some high school,free/reduced,none,60,59,48
5229,male,group D,associate's degree,standard,none,97,83,83
5230,male,group A,associate's degree,standard,none,78,62,64
5231,male,group A,some college,standard,completed,69,62,62
5232,male,group E,high school,standard,completed,83,82,83
5233,male,group B,associate's degree,standard,none,63,59,58
5234,male,group C,master's degree,standard,none,78,75,71
5235,male,group A,associate's degree,standard,completed,58,59,59
5236,female,group C,bachelor's degree,free/reduced,completed,57,69,71
5237,male,group C,some high school,free/reduced,completed,45,56,50
5238,male,group C,high school,standard,completed,48,42,35
5239,female,group D,master's degree,free/reduced,completed,64,68,69
5240,female,group B,some high school,standard,completed,47,60,59
5241,female,group B,high school,standard,none,77,74,71
5242,female,group A,high school,standard,none,52,59,57
5243,male,group E,master's degree,standard,none,59,43,44
5244,male,group B,some high school,standard,none,57,45,43
5245,male,group D,some college,standard,none,78,62,62
5246,female,group E,some college,standard,none,70,66,69
5247,male,group C,master's degree,standard,completed,57,53,56
5248,male,group E,some high school,standard,none,60,62,50
5249,male,group C,high school,standard,none,62,61,58
5250,female,group A,high school,free/reduced,none,33,45,46
5251,female,group E,bachelor's degree,standard,completed,95,86,96
5252,male,group D,associate's degree,free/reduced,none,76,71,68
5253,female,group D,associate's degree,free/reduced,completed,79,90,95
5254,female,group D,some high school,free/reduced,none,58,60,60
5255,male,group E,some high school,standard,none,79,78,67
5256,male,group D,master's degree,standard,none,90,85,85
5257,female,group E,associate's degree,free/reduced,none,54,63,62
5258,male,group E,some college,standard,completed,94,88,85
5259,female,group C,some high school,standard,none,71,88,86
5261,male,group B,some college,free/reduced,none,81,74,74
5262,female,group C,high school,free/reduced,none,67,84,77
5263,male,group D,associate's degree,standard,none,50,55,53
5264,male,group E,some high school,standard,none,56,53,40
5265,female,group D,associate's degree,standard,none,69,81,78
5266,male,group B,some college,standard,completed,97,95,94
5267,female,group D,some college,standard,completed,65,78,87
5268,female,group D,some college,standard,none,91,95,92
5269,male,group D,some high school,standard,none,75,74,71
5270,male,group B,high school,free/reduced,none,51,42,46
5271,male,group E,some college,standard,none,82,66,65
5272,female,group C,high school,standard,none,55,54,60
5273,female,group C,associate's degree,free/reduced,completed,51,63,70
5274,male,group B,associate's degree,free/reduced,none,58,60,49
5275,male,group C,master's degree,standard,none,97,90,91
5276,male,group C,some high school,standard,none,67,60,55
5277,female,group E,bachelor's degree,standard,none,85,94,88
5278,female,group B,some college,standard,none,77,77,73
5279,male,group E,some high school,standard,none,88,85,76
5280,male,group A,master's degree,standard,none,79,65,65
5281,female,group B,some high school,standard,none,60,74,70
5282,male,group E,associate's degree,free/reduced,none,79,73,72
5283,male,group D,associate's degree,standard,none,75,64,61
5284,female,group C,some college,standard,none,61,67,69
5285,male,group B,associate's degree,free/reduced,completed,72,74,76
5286,female,group B,some high school,standard,completed,50,49,52
5287,male,group C,some college,standard,none,85,81,79
5288,female,group C,some college,standard,none,58,63,57
5289,female,group C,some college,standard,completed,54,72,75
5290,male,group C,some high school,free/reduced,none,54,43,41
5291,female,group B,high school,standard,none,81,75,73
5292,female,group C,some college,standard,completed,73,63,74
5293,male,group C,bachelor's degree,free/reduced,none,47,48,45
5294,female,group C,high school,free/reduced,none,44,63,58
5295,male,group B,associate's degree,standard,completed,83,82,82
5296,female,group E,some high school,standard,none,71,63,68
5297,female,group B,associate's degree,standard,none,79,82,82
5298,male,group B,high school,free/reduced,none,36,39,31
5299,male,group D,high school,standard,none,60,56,55
5300,male,group B,associate's degree,free/reduced,none,58,56,54
5301,female,group D,master's degree,free/reduced,completed,72,87,91
5302,female,group C,high school,standard,none,65,72,70
5303,female,group A,some high school,standard,none,73,86,72
5304,male,group B,associate's degree,standard,completed,66,55,59
5305,female,group C,some high school,standard,completed,74,76,90
5306,female,group B,high school,standard,none,53,64,58
5307,male,group B,some high school,standard,completed,98,97,86
5308,male,group E,master's degree,standard,none,77,64,61
5309,male,group B,some college,standard,none,70,68,60
5310,male,group D,associate's degree,standard,none,86,76,72
5311,male,group C,some college,standard,completed,89,91,87
5312,male,group D,bachelor's degree,standard,completed,55,62,64
5313,male,group E,some college,free/reduced,completed,42,39,38
5314,female,group C,some college,free/reduced,none,61,67,64
5315,female,group B,bachelor's degree,standard,completed,45,64,70
5316,female,group C,some high school,standard,none,60,68,71
5317,male,group C,high school,standard,completed,74,72,70
5318,female,group C,associate's degree,standard,completed,96,100,100
5319,female,group C,high school,standard,none,59,73,69
5320,male,group E,some college,standard,completed,88,84,85
5321,male,group C,some college,free/reduced,none,49,38,38
5322,male,group B,high school,standard,completed,56,59,58
5323,female,group E,bachelor's degree,standard,none,94,97,95
5324,male,group D,associate's degree,free/reduced,completed,89,87,91
5325,female,group B,associate's degree,standard,none,71,62,70
5326,female,group E,high school,standard,none,90,95,87
5327,female,group D,associate's degree,free/reduced,none,64,76,78
5329,female,group B,high school,free/reduced,none,30,45,39
5330,male,group D,some college,standard,completed,59,62,61
5331,female,group D,associate's degree,standard,none,85,99,98
5332,male,group D,high school,standard,none,77,73,69
5333,male,group B,associate's degree,standard,none,64,72,70
5334,female,group E,some high school,standard,none,89,88,85
5335,female,group B,some high school,free/reduced,completed,72,94,91
5336,female,group E,some high school,free/reduced,completed,82,91,93
5337,male,group C,bachelor's degree,standard,none,62,60,58
5338,male,group B,some college,standard,none,76,71,68
5339,male,group E,some high school,free/reduced,completed,75,77,72
5340,female,group B,master's degree,free/reduced,none,57,58,58
5341,male,group B,some college,standard,none,76,76,65
5342,female,group E,high school,standard,none,91,100,96
5343,female,group C,master's degree,free/reduced,completed,67,73,74
5344,female,group E,bachelor's degree,free/reduced,none,72,77,79
5345,male,group A,some high school,standard,completed,51,47,48
5346,female,group C,some high school,standard,none,65,66,64
5347,female,group A,associate's degree,free/reduced,none,37,51,46
5348,male,group B,high school,standard,completed,70,73,74
5349,female,group C,high school,free/reduced,none,33,48,42
5350,male,group C,associate's degree,standard,none,89,75,72
5351,female,group E,some high school,standard,completed,79,82,90
5352,male,group C,high school,standard,none,77,73,71
5353,male,group E,associate's degree,free/reduced,none,74,71,68
5354,female,group D,high school,standard,completed,87,99,94
5355,male,group C,associate's degree,free/reduced,completed,32,39,36
5356,male,group B,some high school,standard,completed,49,43,39
5357,female,group C,high school,free/reduced,none,47,66,63
5358,female,group E,associate's degree,standard,none,78,83,79
5359,female,group D,some college,standard,completed,84,90,93
5360,male,group B,some college,standard,none,76,66,61
5361,female,group B,associate's degree,free/reduced,none,51,54,57
5362,female,group A,master's degree,free/reduced,none,52,63,64
5363,female,group D,high school,standard,none,53,60,61
5364,female,group D,bachelor's degree,standard,completed,80,85,98
5365,male,group E,high school,free/reduced,none,54,64,53
5366,female,group D,associate's degree,standard,none,64,66,67
5367,male,group B,master's degree,standard,none,81,73,77
5368,male,group C,some high school,standard,completed,50,37,44
5369,male,group B,bachelor's degree,free/reduced,none,47,52,42
5370,male,group B,some high school,free/reduced,none,62,64,56
5371,female,group C,bachelor's degree,standard,none,61,65,60
5372,male,group E,associate's degree,standard,none,89,83,79
5373,female,group A,some high school,free/reduced,completed,78,93,90
5374,female,group C,some high school,free/reduced,none,48,66,63
5375,female,group D,high school,free/reduced,completed,72,93,88
5376,male,group E,some high school,standard,completed,62,52,46
5377,female,group C,some high school,standard,none,49,56,56
5378,male,group D,associate's degree,standard,completed,60,59,61
5379,male,group D,master's degree,free/reduced,none,91,87,88
5380,male,group C,some college,standard,none,75,69,67
5381,male,group C,bachelor's degree,standard,completed,96,86,92
5382,female,group D,associate's degree,standard,none,63,69,65
5383,female,group C,high school,free/reduced,completed,38,54,59
5384,male,group D,some college,standard,completed,76,73,83
5385,female,group C,high school,free/reduced,completed,53,58,52
5386,male,group A,bachelor's degree,free/reduced,none,43,46,44
5387,male,group C,some high school,standard,none,78,84,73
5388,male,group B,associate's degree,standard,none,66,55,49
5389,male,group C,master's degree,standard,none,76,64,66
5390,female,group C,some high school,free/reduced,none,39,57,46
5391,male,group C,associate's degree,free/reduced,completed,62,58,60
5392,female,group B,some college,standard,none,54,53,56
5393,male,group C,associate's degree,standard,completed,79,78,79
5394,male,group C,bachelor's degree,free/reduced,none,62,57,52
5395,female,group D,some college,free/reduced,completed,55,57,64
5396,female,group C,some college,standard,none,66,69,63
5397,female,group B,some college,free/reduced,completed,60,75,78
5398,male,group D,some high school,standard,completed,84,87,85
5399,female,group E,some college,free/reduced,none,76,83,80
5400,female,group C,some high school,standard,none,50,57,53
5401,male,group D,associate's degree,standard,none,90,86,85
5402,female,group D,some college,standard,none,68,58,72
5403,male,group D,bachelor's degree,free/reduced,none,63,58,59
5404,female,group E,master's degree,standard,none,69,62,73
5406,male,group D,bachelor's degree,free/reduced,completed,52,55,62
5407,female,group D,some high school,standard,completed,63,71,75
5408,male,group B,high school,free/reduced,none,51,53,53
5409,female,group C,master's degree,free/reduced,none,67,67,65
5410,male,group D,associate's degree,standard,none,99,84,83
5411,female,group C,bachelor's degree,standard,none,76,81,74
5412,male,group C,associate's degree,standard,none,85,82,73
5413,male,group E,some high school,standard,none,74,68,62
5414,female,group B,some college,standard,none,75,82,80
5415,male,group D,some high school,standard,none,87,91,78
5416,female,group B,some high school,standard,none,79,90,85
5417,male,group D,associate's degree,standard,none,52,50,49
5418,male,group C,some college,free/reduced,none,57,61,57
